pattern_type,threshold,time,num_of_patterns
closed,22.000000,102,4765
closed,23.000000,55,3672
closed,24.000000,32,2900
closed,25.000000,19,2315
closed,26.000000,10,1720
closed,27.000000,5,1337
closed,28.000000,6,1064
closed,29.000000,4,792
closed,30.000000,4,626
maximal,23.000000,112,3672
maximal,24.000000,41,2900
maximal,25.000000,25,2315
maximal,26.000000,13,1720
maximal,27.000000,7,1337
maximal,28.000000,5,1064
maximal,29.000000,2,792
maximal,30.000000,2,626
